run_date,code,name,close,market_cap_억원,stock_return_pct,kospi_return_pct,rs_index,ma20,ma20_gap_pct,volatility_contraction,price_change_5d_pct,ma120,avg_volume_50,avg_volume_10,volume_change_pct,industry,core_theme,etf_trend_good,etf_names,etf_details,source_url
2026-08-10,001450,현대해상,41000,38532,25.00,17.65,106.25,38147.50,7.48,X,+9.92,34233.33,537653,591527,+10.02,손해보험,손해보험,통과,KODEX 보험,"KODEX 보험 (비중 13.21%, 20일선 +0.86%)",https://finance.naver.com/item/main.naver?code=001450
2026-08-10,028670,팬오션,5830,30844,18.74,17.65,100.92,5313.00,9.73,X,+18.14,5308.67,2719119,4691387,+72.53,해운사,LNG(액화천연가스) / 해운,통과,KODEX 운송 / TIGER 우량가치,"KODEX 운송 (비중 11.38%, 20일선 +4.59%) / TIGER 우량가치 (비중 2.31%, 20일선 +6.04%)",https://finance.naver.com/item/main.naver?code=028670
2026-08-10,001800,오리온홀딩스,27950,16091,17.68,17.65,100.03,25902.50,7.90,X,+9.61,24904.17,128154,89066,-30.50,식품,지주사,통과,KODEX 코리아배당성장 / TIGER 배당성장,"KODEX 코리아배당성장 (비중 3.69%, 20일선 +2.10%) / TIGER 배당성장 (비중 3.68%, 20일선 +2.25%)",https://finance.naver.com/item/main.naver?code=001800
2026-08-10,000810,삼성화재,630000,273242,14.75,17.65,97.54,632400.00,-0.38,X,+2.27,559587.50,154735,116552,-24.68,손해보험,손해보험 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / KODEX 보험 / TIGER KTOP30,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 9.52%, 20일선 +0.36%) / KODEX 보험 (비중 21.18%, 20일선 +0.86%) / TIGER KTOP30 (비중 3.39%, 20일선 -0.94%)",https://finance.naver.com/item/main.naver?code=000810
2026-08-10,012330,현대모비스,505000,493585,13.23,17.65,96.24,482650.00,4.63,O,+2.33,493941.67,535869,316007,-41.03,자동차부품,자동차 대표주 / 스마트카(SMART CAR) / 피지컬 AI/휴머노이드 로봇,통과,KODEX 로봇액티브 / TIGER 현대차그룹플러스 / KODEX 자동차,"KODEX 로봇액티브 (비중 7.78%, 20일선 +7.37%) / TIGER 현대차그룹플러스 (비중 15.64%, 20일선 +3.64%) / KODEX 자동차 (비중 21.38%, 20일선 +3.52%)",https://finance.naver.com/item/main.naver?code=012330
2026-08-10,096770,SK이노베이션,124500,217909,9.69,17.65,93.23,115765.00,7.55,X,+15.28,117044.17,678754,861084,+26.86,석유와가스,정유 / 2차전지(생산) / 윤활유,통과,TIGER 200 에너지화학 / HK 베스트일레븐액티브 / KIWOOM 블루칩,"TIGER 200 에너지화학 (비중 10.19%, 20일선 +4.94%) / HK 베스트일레븐액티브 (비중 8.84%, 20일선 -4.08%) / KIWOOM 블루칩 (비중 3.04%, 20일선 +3.85%)",https://finance.naver.com/item/main.naver?code=096770
2026-08-10,003550,LG,107600,181581,9.46,17.65,93.04,99850.00,7.76,X,+7.92,101502.50,724875,333770,-53.95,복합기업,밸류업(24년 기업가치 제고계획 발표) / 지주사 / 스마트팩토리(스마트공장),통과,TIGER 지주회사 / TIGER LG그룹플러스 / TIGER MKF배당귀족,"TIGER 지주회사 (비중 8.73%, 20일선 +5.85%) / TIGER LG그룹플러스 (비중 9.12%, 20일선 +8.21%) / TIGER MKF배당귀족 (비중 3.63%, 20일선 +3.89%)",https://finance.naver.com/item/main.naver?code=003550
2026-08-10,192080,더블유게임즈,61600,12979,9.41,17.65,93.00,60610.00,1.63,O,+1.99,58399.17,79496,43237,-45.61,게임엔터테인먼트,코리아 밸류업 지수(Korea Value-up Index) / 게임 / 모바일게임(스마트폰),통과,ACE 주주환원가치주액티브 / RISE 게임테마 / TIGER K게임,"ACE 주주환원가치주액티브 (비중 9.02%, 20일선 +3.14%) / RISE 게임테마 (비중 11.00%, 20일선 +5.49%) / TIGER K게임 (비중 9.64%, 20일선 +6.09%)",https://finance.naver.com/item/main.naver?code=192080
2026-08-10,021240,코웨이,94300,69705,9.40,17.65,92.98,93060.00,1.33,X,+2.28,85917.50,234104,213579,-8.77,가정용기기와용품,제습기 / 여름 / 밸류업(25년 기업가치 제고계획 발표),통과,KODEX 경기소비재 / RISE 우량업종대표주 / TIGER 200 경기소비재,"KODEX 경기소비재 (비중 13.19%, 20일선 +0.86%) / RISE 우량업종대표주 (비중 2.59%, 20일선 +3.32%) / TIGER 200 경기소비재 (비중 5.91%, 20일선 +2.08%)",https://finance.naver.com/item/main.naver?code=021240
2026-08-10,033780,KT&G,185700,182810,8.41,17.65,92.14,179515.00,3.45,X,+5.75,172546.67,312854,328870,+5.12,담배,밸류업(24년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index) / 건강기능식품,통과,TIGER 경기방어 / KODEX 필수소비재 / KODEX 모멘텀Plus,"TIGER 경기방어 (비중 9.29%, 20일선 +6.28%) / KODEX 필수소비재 (비중 21.53%, 20일선 +7.78%) / KODEX 모멘텀Plus (비중 4.20%, 20일선 +0.95%)",https://finance.naver.com/item/main.naver?code=033780
2026-08-10,003490,대한항공,26850,96657,7.62,17.65,91.47,26002.50,3.26,X,+2.48,25809.17,2927191,2508942,-14.29,항공사,환율하락 수혜 / UAM(도심항공모빌리티) / 밸류업(24년 기업가치 제고계획 발표),통과,TIGER 여행레저 / RISE K엔터&여행레저 / KODEX 운송,"TIGER 여행레저 (비중 9.92%, 20일선 +3.52%) / RISE K엔터&여행레저 (비중 12.77%, 20일선 -0.65%) / KODEX 운송 (비중 20.72%, 20일선 +4.59%)",https://finance.naver.com/item/main.naver?code=003490
2026-08-10,271560,오리온,137500,53008,5.77,17.65,89.90,131505.00,4.56,X,+3.00,133804.17,122523,129151,+5.41,식품,환율하락 수혜 / 밸류업(25년 기업가치 제고계획 발표) / 음식료업종,통과,KODEX 필수소비재 / HANARO Fn K-푸드 / PLUS 중형주저변동50,"KODEX 필수소비재 (비중 5.19%, 20일선 +7.78%) / HANARO Fn K-푸드 (비중 14.79%, 20일선 +7.09%) / PLUS 중형주저변동50 (비중 2.88%, 20일선 +4.77%)",https://finance.naver.com/item/main.naver?code=271560
2026-08-10,055550,신한지주,106400,502781,5.45,17.65,89.63,104380.00,1.94,X,+3.60,98489.17,1512728,1197374,-20.85,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,KODEX Top5PlusTR / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX Top5PlusTR (비중 7.22%, 20일선 -4.28%) / TIGER 은행고배당플러스TOP10 (비중 15.56%, 20일선 +0.74%) / SOL 금융지주플러스고배당 (비중 21.31%, 20일선 +0.72%)",https://finance.naver.com/item/main.naver?code=055550
2026-08-10,105560,KB금융,171700,597294,4.38,17.65,88.72,172820.00,-0.65,O,+1.30,159685.00,1523937,1084302,-28.85,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 지주사,통과,TIGER 코리아TOP10 / KODEX Top5PlusTR / RISE 코리아밸류업,"TIGER 코리아TOP10 (비중 6.03%, 20일선 -5.27%) / KODEX Top5PlusTR (비중 8.61%, 20일선 -4.28%) / RISE 코리아밸류업 (비중 4.26%, 20일선 -2.97%)",https://finance.naver.com/item/main.naver?code=105560
2026-08-10,086790,하나금융지주,130400,365457,3.66,17.65,88.10,130310.00,0.07,X,+2.76,120752.50,943353,810652,-14.07,은행,밸류업(24년 기업가치 제고계획 발표) / STO(토큰증권 발행) / 토스(toss),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / TIGER 은행고배당플러스TOP10 / SOL 금융지주플러스고배당,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 15.19%, 20일선 +0.36%) / TIGER 은행고배당플러스TOP10 (비중 16.14%, 20일선 +0.74%) / SOL 금융지주플러스고배당 (비중 20.16%, 20일선 +0.72%)",https://finance.naver.com/item/main.naver?code=086790
2026-08-10,011200,HMM,21450,200438,1.90,17.65,86.61,20643.00,3.91,X,+3.37,20477.58,1566467,1281543,-18.19,해운사,해운 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,HANARO Fn조선해운 / KODEX 운송 / RISE 수출주,"HANARO Fn조선해운 (비중 17.95%, 20일선 +7.57%) / KODEX 운송 (비중 15.68%, 20일선 +4.59%) / RISE 수출주 (비중 2.44%, 20일선 +5.98%)",https://finance.naver.com/item/main.naver?code=011200
2026-08-10,192820,코스맥스,203500,27976,0.25,17.65,85.21,185475.00,9.72,X,+9.70,184830.00,84543,98736,+16.79,화장품,밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index) / 화장품,통과,TIGER 화장품 / TIGER 중국소비테마 / TIGER KEDI혁신기업ESG30,"TIGER 화장품 (비중 11.69%, 20일선 +9.23%) / TIGER 중국소비테마 (비중 6.43%, 20일선 +6.20%) / TIGER KEDI혁신기업ESG30 (비중 4.28%, 20일선 +5.75%)",https://finance.naver.com/item/main.naver?code=192820
2026-08-10,241560,두산밥캣,64900,63073,0.00,17.65,85.00,62420.00,3.97,X,+7.45,64893.33,246385,164536,-33.22,기계,건설기계 / 밸류업(24년 기업가치 제고계획 발표) / 지주사,미통과,,,https://finance.naver.com/item/main.naver?code=241560
2026-08-10,161390,한국타이어앤테크놀로지,70000,89190,-3.71,17.65,81.84,69610.00,0.56,X,+4.79,64526.67,437379,308770,-29.40,자동차부품,밸류업(25년 기업가치 제고계획 발표) / 타이어,통과,KODEX 자동차 / KODEX 자율주행액티브,"KODEX 자동차 (비중 12.52%, 20일선 +3.52%) / KODEX 자율주행액티브 (비중 5.91%, 20일선 +5.39%)",https://finance.naver.com/item/main.naver?code=161390
2026-08-10,111770,영원무역,90500,38019,-3.83,17.65,81.74,87850.00,3.02,X,+2.96,84045.83,80168,72291,-9.83,"섬유,의류,신발,호화품",밸류업(25년 기업가치 제고계획 발표) / 패션/의류 / 겨울,통과,RISE K엔터&여행레저 / KODEX 경기소비재 / 에셋플러스 코리아플랫폼액티브,"RISE K엔터&여행레저 (비중 6.91%, 20일선 -0.65%) / KODEX 경기소비재 (비중 4.64%, 20일선 +0.86%) / 에셋플러스 코리아플랫폼액티브 (비중 6.08%, 20일선 +1.64%)",https://finance.naver.com/item/main.naver?code=111770
2026-08-10,026960,동서,26550,26171,-5.18,17.65,80.59,25667.50,3.44,X,+4.53,25957.08,96842,88390,-8.73,식품,음식료업종 / 코리아 밸류업 지수(Korea Value-up Index),통과,RISE 중소형고배당,"RISE 중소형고배당 (비중 3.90%, 20일선 +3.79%)",https://finance.naver.com/item/main.naver?code=026960
2026-08-10,138040,메리츠금융지주,123500,194290,-5.87,17.65,80.01,119560.00,3.30,X,+2.66,114430.83,319987,289082,-9.66,증권,밸류업(24년 기업가치 제고계획 발표) / 지주사 / 밸류업(25년 기업가치 제고계획 발표),통과,TIME Korea플러스배당액티브 / RISE V&S셀렉트밸류,"TIME Korea플러스배당액티브 (비중 4.17%, 20일선 -4.34%) / RISE V&S셀렉트밸류 (비중 5.11%, 20일선 +1.09%)",https://finance.naver.com/item/main.naver?code=138040
2026-08-11,009150,삼성전기,1.262e+06,1167462,294.99,14.91,343.75,1245400.00,1.33,X,+6.50,1078795.83,1111305,976623,-12.12,전자장비와기기,S7(삼성전자/SK하이닉스 등) / 자율주행차 / 카메라모듈/부품,통과,KODEX 200 / TIGER 200 / KODEX 200TR,"KODEX 200 (비중 2.32%, 20일선 -3.67%) / TIGER 200 (비중 2.33%, 20일선 -3.69%) / KODEX 200TR (비중 2.31%, 20일선 -3.76%)",https://finance.naver.com/item/main.naver?code=009150
2026-08-11,034730,SK,524000,424865,52.99,14.91,133.14,558525.00,-6.18,O,+1.16,503058.33,284024,216042,-23.94,석유와가스,LNG(액화천연가스) / 냉각시스템(액침냉각 등) / SI(시스템통합),통과,TIGER 지주회사 / TIGER 200 에너지화학 / HK 베스트일레븐액티브,"TIGER 지주회사 (비중 11.95%, 20일선 +4.71%) / TIGER 200 에너지화학 (비중 22.05%, 20일선 +5.38%) / HK 베스트일레븐액티브 (비중 7.39%, 20일선 -1.95%)",https://finance.naver.com/item/main.naver?code=034730
2026-08-11,066570,LG전자,181700,346944,49.67,14.91,130.25,173215.00,4.90,X,+9.79,168820.00,2211023,1217313,-44.94,전자제품,피지컬 AI/휴머노이드 로봇 / IT 대표주 / 제습기,통과,KODEX 로봇액티브 / TIGER LG그룹플러스 / FOCUS AI코리아액티브,"KODEX 로봇액티브 (비중 7.50%, 20일선 +6.78%) / TIGER LG그룹플러스 (비중 13.84%, 20일선 +7.62%) / FOCUS AI코리아액티브 (비중 5.95%, 20일선 -0.83%)",https://finance.naver.com/item/main.naver?code=066570
2026-08-11,161890,한국콜마,107900,32126,49.03,14.91,129.70,101910.00,5.88,X,+6.52,87752.50,315602,262865,-16.71,화장품,화장품,통과,TIGER 중국소비테마 / TIGER KEDI혁신기업ESG30 / KODEX 200동일가중,"TIGER 중국소비테마 (비중 6.68%, 20일선 +6.27%) / TIGER KEDI혁신기업ESG30 (비중 5.63%, 20일선 +5.06%) / KODEX 200동일가중 (비중 0.81%, 20일선 +5.82%)",https://finance.naver.com/item/main.naver?code=161890
2026-08-11,028050,삼성E&A,48950,97608,44.82,14.91,126.03,44625.00,9.69,X,+2.51,44895.00,2335639,2065505,-11.57,건설,전후 재건(우크라/중동 전쟁 등) / 수자원(양적/질적 개선),통과,KODEX 삼성그룹밸류 / TIGER 200 건설 / TIGER 모멘텀,"KODEX 삼성그룹밸류 (비중 8.20%, 20일선 +1.55%) / TIGER 200 건설 (비중 23.92%, 20일선 +8.56%) / TIGER 모멘텀 (비중 3.81%, 20일선 +2.96%)",https://finance.naver.com/item/main.naver?code=028050
2026-08-11,483650,달바글로벌,246000,28486,42.69,14.91,124.18,233540.00,5.34,X,+2.71,199170.83,183421,199039,+8.52,화장품,미용기기 / 화장품,미통과,,,https://finance.naver.com/item/main.naver?code=483650
2026-08-11,078930,GS,97500,108780,38.89,14.91,120.87,89505.00,8.93,X,+0.62,74580.00,419522,545553,+30.04,석유와가스,정유 / 윤활유 / LPG(액화석유가스),통과,PLUS 고배당주 / PLUS 고배당주위클리커버드콜 / ACE 라이프자산주주가치액티브,"PLUS 고배당주 (비중 5.17%, 20일선 +1.30%) / PLUS 고배당주위클리커버드콜 (비중 4.77%, 20일선 +2.42%) / ACE 라이프자산주주가치액티브 (비중 3.94%, 20일선 +1.77%)",https://finance.naver.com/item/main.naver?code=078930
2026-08-11,278470,에이피알,385500,146008,36.70,14.91,118.97,360300.00,6.99,X,+7.23,369770.83,288580,367836,+27.46,화장품,패션/의류 / 미용기기 / 화장품,통과,KODEX 필수소비재 / KODEX 모멘텀Plus / RISE 내수주플러스,"KODEX 필수소비재 (비중 17.62%, 20일선 +6.24%) / KODEX 모멘텀Plus (비중 4.11%, 20일선 +2.61%) / RISE 내수주플러스 (비중 5.96%, 20일선 +4.02%)",https://finance.naver.com/item/main.naver?code=278470
2026-08-11,010950,S-Oil,141600,167635,31.11,14.91,114.10,135555.00,4.46,X,+12.56,117941.67,434645,403336,-7.20,석유와가스,정유 / 윤활유 / LPG(액화석유가스),통과,에셋플러스 코리아대장장이액티브 / KODEX 에너지화학 / TIGER 200 에너지화학,"에셋플러스 코리아대장장이액티브 (비중 4.94%, 20일선 +4.22%) / KODEX 에너지화학 (비중 8.49%, 20일선 +9.44%) / TIGER 200 에너지화학 (비중 6.62%, 20일선 +5.38%)",https://finance.naver.com/item/main.naver?code=010950
2026-08-11,007070,GS리테일,27550,23242,22.99,14.91,107.03,25687.50,7.25,X,+9.98,23594.83,206535,285251,+38.11,백화점과일반상점,편의점 / 홈쇼핑 / 소매유통,미통과,,,https://finance.naver.com/item/main.naver?code=007070
2026-08-11,001800,오리온홀딩스,27950,16091,15.26,14.91,100.30,25960.00,7.67,X,+10.04,24939.17,125979,89397,-29.04,식품,지주사,통과,KODEX 코리아배당성장 / TIGER 배당성장,"KODEX 코리아배당성장 (비중 3.69%, 20일선 +2.05%) / TIGER 배당성장 (비중 3.68%, 20일선 +2.27%)",https://finance.naver.com/item/main.naver?code=001800
2026-08-11,028670,팬오션,5780,30844,12.89,14.91,98.24,5340.00,8.24,X,+2.48,5315.92,2725142,4885206,+79.26,해운사,LNG(액화천연가스) / 해운,통과,KODEX 운송 / TIGER 우량가치,"KODEX 운송 (비중 11.38%, 20일선 +4.00%) / TIGER 우량가치 (비중 2.31%, 20일선 +5.09%)",https://finance.naver.com/item/main.naver?code=028670
2026-08-11,003550,LG,108300,182337,12.58,14.91,97.97,100300.00,7.98,X,+6.18,101585.83,605926,322928,-46.71,복합기업,밸류업(24년 기업가치 제고계획 발표) / 지주사 / 스마트팩토리(스마트공장),통과,TIGER 지주회사 / TIGER LG그룹플러스 / TIGER MKF배당귀족,"TIGER 지주회사 (비중 8.73%, 20일선 +4.71%) / TIGER LG그룹플러스 (비중 9.12%, 20일선 +7.62%) / TIGER MKF배당귀족 (비중 3.63%, 20일선 +3.58%)",https://finance.naver.com/item/main.naver?code=003550
2026-08-11,192080,더블유게임즈,61800,13000,11.75,14.91,97.26,60645.00,1.90,O,+0.49,58445.00,77852,43483,-44.15,게임엔터테인먼트,코리아 밸류업 지수(Korea Value-up Index) / 게임 / 모바일게임(스마트폰),통과,ACE 주주환원가치주액티브 / RISE 게임테마 / TIGER K게임,"ACE 주주환원가치주액티브 (비중 9.02%, 20일선 +3.50%) / RISE 게임테마 (비중 11.00%, 20일선 +7.84%) / TIGER K게임 (비중 9.64%, 20일선 +8.77%)",https://finance.naver.com/item/main.naver?code=192080
2026-08-11,012330,현대모비스,495500,495399,11.10,14.91,96.68,483050.00,2.58,O,+2.91,494354.17,499763,293164,-41.34,자동차부품,자동차 대표주 / 스마트카(SMART CAR) / 피지컬 AI/휴머노이드 로봇,통과,KODEX 로봇액티브 / TIGER 현대차그룹플러스 / KODEX 자동차,"KODEX 로봇액티브 (비중 7.78%, 20일선 +6.78%) / TIGER 현대차그룹플러스 (비중 15.64%, 20일선 +2.89%) / KODEX 자동차 (비중 21.38%, 20일선 +2.38%)",https://finance.naver.com/item/main.naver?code=012330
2026-08-11,021240,코웨이,97600,69635,11.04,14.91,96.63,93355.00,4.55,X,+3.50,86012.50,231034,212360,-8.08,가정용기기와용품,제습기 / 여름 / 밸류업(25년 기업가치 제고계획 발표),통과,KODEX 경기소비재 / RISE 우량업종대표주 / TIGER 200 경기소비재,"KODEX 경기소비재 (비중 13.19%, 20일선 +0.62%) / RISE 우량업종대표주 (비중 2.59%, 20일선 +2.31%) / TIGER 200 경기소비재 (비중 5.91%, 20일선 +0.91%)",https://finance.naver.com/item/main.naver?code=021240
2026-08-11,000810,삼성화재,641000,273689,10.33,14.91,96.01,632500.00,1.34,X,+3.39,560354.17,151852,115770,-23.76,손해보험,손해보험 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,KODEX 금융고배당TOP10타겟위클리커버드콜 / KODEX 보험 / TIGER KTOP30,"KODEX 금융고배당TOP10타겟위클리커버드콜 (비중 9.52%, 20일선 +0.39%) / KODEX 보험 (비중 21.18%, 20일선 +3.73%) / TIGER KTOP30 (비중 3.39%, 20일선 +0.48%)",https://finance.naver.com/item/main.naver?code=000810
2026-08-11,003490,대한항공,26650,96842,7.46,14.91,93.52,26042.50,2.33,X,+2.11,25823.33,2875508,2424191,-15.70,항공사,환율하락 수혜 / UAM(도심항공모빌리티) / 밸류업(24년 기업가치 제고계획 발표),통과,TIGER 여행레저 / RISE K엔터&여행레저 / KODEX 운송,"TIGER 여행레저 (비중 9.92%, 20일선 +4.07%) / RISE K엔터&여행레저 (비중 12.77%, 20일선 -0.79%) / KODEX 운송 (비중 20.72%, 20일선 +4.00%)",https://finance.naver.com/item/main.naver?code=003490
2026-08-11,096770,SK이노베이션,124100,218078,6.71,14.91,92.86,116460.00,6.56,X,+11.50,117132.50,674725,866624,+28.44,석유와가스,정유 / 2차전지(생산) / 윤활유,통과,TIGER 2차전지테마 / RISE 2차전지TOP10 / KODEX 에너지화학,"TIGER 2차전지테마 (비중 9.28%, 20일선 +8.18%) / RISE 2차전지TOP10 (비중 12.82%, 20일선 +7.92%) / KODEX 에너지화학 (비중 13.10%, 20일선 +9.44%)",https://finance.naver.com/item/main.naver?code=096770
2026-08-11,033780,KT&G,179900,182602,4.47,14.91,90.92,179795.00,0.06,X,+2.45,172618.33,305361,326835,+7.03,담배,밸류업(24년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index) / 건강기능식품,통과,TIGER 경기방어 / KODEX 필수소비재 / KODEX 모멘텀Plus,"TIGER 경기방어 (비중 9.29%, 20일선 +7.11%) / KODEX 필수소비재 (비중 21.53%, 20일선 +6.24%) / KODEX 모멘텀Plus (비중 4.20%, 20일선 +2.61%)",https://finance.naver.com/item/main.naver?code=033780
2026-08-11,003230,삼양식품,1.254e+06,95443,2.87,14.91,89.52,1173250.00,6.88,X,+2.87,1198416.67,57441,75186,+30.89,식품,밸류업(25년 기업가치 제고계획 발표) / 음식료업종 / 코리아 밸류업 지수(Korea Value-up Index),통과,TIME Korea플러스배당액티브 / TIME 코스피액티브 / KODEX 필수소비재,"TIME Korea플러스배당액티브 (비중 5.79%, 20일선 -3.31%) / TIME 코스피액티브 (비중 4.35%, 20일선 -3.82%) / KODEX 필수소비재 (비중 8.64%, 20일선 +6.24%)",https://finance.naver.com/item/main.naver?code=003230
2026-08-11,011200,HMM,21650,199966,1.41,14.91,88.25,20748.00,4.35,X,+2.12,20482.58,1483981,1242721,-16.26,해운사,해운 / 밸류업(25년 기업가치 제고계획 발표) / 코리아 밸류업 지수(Korea Value-up Index),통과,HANARO Fn조선해운 / KODEX 운송 / RISE 수출주,"HANARO Fn조선해운 (비중 17.95%, 20일선 +4.51%) / KODEX 운송 (비중 15.68%, 20일선 +4.00%) / RISE 수출주 (비중 2.44%, 20일선 +4.98%)",https://finance.naver.com/item/main.naver?code=011200
